0.0000	0.4000
0.2476	0.3623
0.4952	0.3281
0.7428	0.2972
0.9904	0.2692
2.0150	0.1787
2.2626	0.1618
2.5102	0.1466
2.7578	0.1327
3.0054	0.1202
3.2530	0.1089
3.5006	0.0986
3.7482	0.0893
4.7729	0.0593
5.0205	0.0537
5.2681	0.0486
5.5157	0.0440
5.7633	0.0399
6.7879	0.0265
7.0355	0.0240
8.0602	0.0159
8.3078	0.0144
8.5554	0.0131
8.8030	0.0118
9.0506	0.0107
9.2982	0.0097
9.5458	0.0088
10.5704	0.0058
