0.0000	0.0000
0.3130	0.1177
0.6260	0.2215
0.9390	0.3131
1.2520	0.3939
2.1257	0.5727
2.4387	0.6230
3.3124	0.7342
3.6254	0.7655
3.9384	0.7931
4.8121	0.8541
5.1251	0.8713
5.9988	0.9092
6.3118	0.9199
6.6248	0.9293
7.4985	0.9502
7.8115	0.9560
8.6852	0.9690
8.9982	0.9727
9.8720	0.9807
10.1850	0.9830
11.0587	0.9880
